n features,dimensions,c,iterations
100,2,0.2,297
100,2,0.2,53
100,2,0.2,3
100,2,0.2,40
100,2,0.2,40
100,2,0.2,84
100,2,0.2,8
100,2,0.2,65
100,2,0.2,23
100,2,0.2,62
100,2,0.2,37
100,2,0.2,2
100,2,0.2,560
100,2,0.2,410
100,2,0.2,413
100,2,0.2,68
100,2,0.2,29
100,2,0.2,75
100,2,0.2,22
100,2,0.2,2
100,2,0.2,9
100,2,0.2,35
100,2,0.2,526
100,2,0.2,14
100,2,0.2,12
100,2,0.2,492
100,2,0.2,4
100,2,0.2,41
100,2,0.2,14
100,2,0.2,17
100,2,0.2,102
100,2,0.2,5
100,2,0.2,60
100,2,0.2,88
100,2,0.2,3
100,2,0.2,175
100,2,0.2,2
100,2,0.2,3
100,2,0.2,19
100,2,0.2,18
100,2,0.2,3
100,2,0.2,35
100,2,0.2,1183
100,2,0.2,5
100,2,0.2,2
100,2,0.2,17
100,2,0.2,2
100,2,0.2,39
100,2,0.2,120
100,2,0.2,23
100,2,0.2,6
100,2,0.2,7
100,2,0.2,6
100,2,0.2,365
100,2,0.2,60
100,2,0.2,25
100,2,0.2,46
100,2,0.2,134
100,2,0.2,61
100,2,0.2,90
100,2,0.2,4
100,2,0.2,1063
100,2,0.2,10
100,2,0.2,525
100,2,0.2,57
100,2,0.2,3
100,2,0.2,2
100,2,0.2,11
100,2,0.2,6
100,2,0.2,701
100,2,0.2,8
100,2,0.2,7
100,2,0.2,1216
100,2,0.2,165
100,2,0.2,20
100,2,0.2,18
100,2,0.2,55
100,2,0.2,6
100,2,0.2,31
100,2,0.2,9
100,2,0.2,73
100,2,0.2,5
100,2,0.2,45
100,2,0.2,4
100,2,0.2,23
100,2,0.2,9
100,2,0.2,21
100,2,0.2,41
100,2,0.2,2
100,2,0.2,2
100,2,0.2,19
100,2,0.2,51
100,2,0.2,34
100,2,0.2,8
100,2,0.2,8
100,2,0.2,80
100,2,0.2,21
100,2,0.2,2692
100,2,0.2,93
100,2,0.2,6
100,2,0.2,51
100,2,0.2,502
100,2,0.2,66
100,2,0.2,100
100,2,0.2,67
100,2,0.2,61
100,2,0.2,56
100,2,0.2,111
100,2,0.2,208
100,2,0.2,207
100,2,0.2,48
100,2,0.2,250
100,2,0.2,168
100,2,0.2,5
100,2,0.2,205
100,2,0.2,318
100,2,0.2,36
100,2,0.2,360
100,2,0.2,45
100,2,0.2,8
100,2,0.2,9
100,2,0.2,34
100,2,0.2,171
100,2,0.2,37
100,2,0.2,2
100,2,0.2,111
100,2,0.2,76
100,2,0.2,68
100,2,0.2,29
100,2,0.2,30
100,2,0.2,9
100,2,0.2,73
100,2,0.2,6
100,2,0.2,2
100,2,0.2,3
100,2,0.2,43
100,2,0.2,21
100,2,0.2,6688
100,2,0.2,49
100,2,0.2,13
100,2,0.2,39
100,2,0.2,7
100,2,0.2,7
100,2,0.2,28
100,2,0.2,67
100,2,0.2,84
100,2,0.2,13
100,2,0.2,9
100,2,0.2,6
100,2,0.2,224
100,2,0.2,9
100,2,0.2,12
100,2,0.2,101
100,2,0.2,704
100,2,0.2,160
100,2,0.2,5
100,2,0.2,74
100,2,0.2,3
100,2,0.2,83
100,2,0.2,162
100,2,0.2,101
100,2,0.2,29
100,2,0.2,10
100,2,0.2,58
100,2,0.2,83
100,2,0.2,35
100,2,0.2,5
100,2,0.2,2025
100,2,0.2,77
100,2,0.2,135
100,2,0.2,18
100,2,0.2,11
100,2,0.2,29
100,2,0.2,39
100,2,0.2,22
