n features,dimensions,c,iterations
100,2,0.1,3
100,2,0.1,3
100,2,0.1,6
100,2,0.1,3
100,2,0.1,6
100,2,0.1,2
100,2,0.1,7
100,2,0.1,7
100,2,0.1,3
100,2,0.1,2
100,2,0.1,2
100,2,0.1,3
100,2,0.1,4
100,2,0.1,4
100,2,0.1,4
100,2,0.1,4
100,2,0.1,2
100,2,0.1,8
100,2,0.1,4
100,2,0.1,5
100,2,0.1,3
100,2,0.1,2
100,2,0.1,2
100,2,0.1,7
100,2,0.1,41
100,2,0.1,4
100,2,0.1,2
100,2,0.1,9
100,2,0.1,3
100,2,0.1,2
100,2,0.1,13
100,2,0.1,2
100,2,0.1,2
100,2,0.1,35
100,2,0.1,5
100,2,0.1,3
100,2,0.1,5
100,2,0.1,7
100,2,0.1,3
100,2,0.1,53
100,2,0.1,4
100,2,0.1,2
100,2,0.1,2
100,2,0.1,2
100,2,0.1,2
100,2,0.1,6
100,2,0.1,6
100,2,0.1,6
100,2,0.1,9
100,2,0.1,4
100,2,0.1,2
100,2,0.1,3
100,2,0.1,15
100,2,0.1,4
100,2,0.1,2
100,2,0.1,13
100,2,0.1,7
100,2,0.1,5
100,2,0.1,4
100,2,0.1,5
100,2,0.1,18
100,2,0.1,8
100,2,0.1,4
100,2,0.1,5
100,2,0.1,6
100,2,0.1,25
100,2,0.1,3
100,2,0.2,4
100,2,0.2,6
100,2,0.2,41
100,2,0.2,3
100,2,0.2,3
100,2,0.2,15
100,2,0.2,2
100,2,0.2,53
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,3
100,2,0.2,3
100,2,0.2,4
100,2,0.2,44
100,2,0.2,4
100,2,0.2,2
100,2,0.2,4
100,2,0.2,7
100,2,0.2,9
100,2,0.2,3
100,2,0.2,8
100,2,0.2,3
100,2,0.2,12
100,2,0.2,10
100,2,0.2,2
100,2,0.2,3
100,2,0.2,5
100,2,0.2,2
100,2,0.2,5
100,2,0.2,7
100,2,0.2,6
100,2,0.2,3
100,2,0.2,14
100,2,0.2,141
100,2,0.2,3
100,2,0.2,2
100,2,0.2,9
100,2,0.2,2
100,2,0.2,6
100,2,0.2,3
100,2,0.2,7
100,2,0.2,2
100,2,0.2,5
100,2,0.2,2
100,2,0.2,3
100,2,0.2,2
100,2,0.2,15
100,2,0.2,2
100,2,0.2,2
100,2,0.2,22
100,2,0.2,6
100,2,0.2,2
100,2,0.2,20
100,2,0.2,28
100,2,0.2,3
100,2,0.2,2
100,2,0.2,4
100,2,0.2,2
100,2,0.2,2
100,2,0.2,2
100,2,0.2,4
100,2,0.2,7
100,2,0.2,2
100,2,0.2,5
100,2,0.2,15
100,2,0.2,3
100,2,0.2,5
100,2,0.2,5
